Username,target,semantic_bio_score
markjeee,dysinger,0.6431393623352051
mmower,dysinger,0.6314526200294495
jmettraux,dysinger,0.6139368414878845
kivikakk,dysinger,0.5990785956382751
yrashk,yrashk,1.0
danhorst,yrashk,0.7852044105529785
aflatter,yrashk,0.7603974342346191
pedromg,yrashk,0.748405933380127
rubenlozano,yrashk,0.748405933380127
pbx,rks,0.5890008211135864
derencius,rks,0.586042046546936
daniel,rks,0.5776519775390625
ebangug,rks,0.5726476907730103
nope,rks,0.5643267631530762
mattpolito,chriskaukis,0.3390151858329773
santry,chriskaukis,0.32072848081588745
benpickles,chriskaukis,0.31754735112190247
smartkiwi,chriskaukis,0.3160130977630615
muncman,chriskaukis,0.31028351187705994
hotchpotch,caffo,0.6181057691574097
pedromg,caffo,0.6049509048461914
rubenlozano,caffo,0.6049509048461914
ramon,caffo,0.6049509048461914
ariejan,caffo,0.6049509048461914
Whitespace,timperrett,0.5822904109954834
creiht,timperrett,0.5363698601722717
JamesHarrison,timperrett,0.5214748382568359
technicalpickles,timperrett,0.503617525100708
evan,timperrett,0.49619239568710327
dgoodlad,voodootikigod,0.44993680715560913
nickcoyne,voodootikigod,0.4260983467102051
afair,voodootikigod,0.40037083625793457
Jonty,voodootikigod,0.398831844329834
mrmemes-eth,voodootikigod,0.3899936079978943
nickcoyne,kwe,0.6736767292022705
phsilva,kwe,0.5450614094734192
jerry,kwe,0.5360203981399536
jasonrudolph,kwe,0.5319275856018066
seflless,kwe,0.5241802930831909
adamstac,bernd,0.2844601273536682
uggedal,bernd,0.2117340862751007
rubyist,bernd,0.2098904699087143
kevinansfield,bernd,0.19897568225860596
Gori,bernd,0.19067782163619995
SteveMarshall,brandon-beacher,0.3661893606185913
shaiguitar,brandon-beacher,0.3342450261116028
jbarnette,brandon-beacher,0.32755953073501587
jcartwright,brandon-beacher,0.31349605321884155
stympy,brandon-beacher,0.29758530855178833
hpopp,cbowns,0.6891002655029297
protocool,cbowns,0.6214941740036011
dugb,cbowns,0.6177203059196472
weldyss,cbowns,0.6177202463150024
dpickett,cbowns,0.6165561676025391
grundprinzip,aussiegeek,0.4686788320541382
tolbrino,aussiegeek,0.34458857774734497
DanielVF,aussiegeek,0.34216517210006714
codehugger,aussiegeek,0.3326791524887085
whomwah,aussiegeek,0.31237131357192993
brosner,zacheryph,0.6318963766098022
michelegera,zacheryph,0.6124000549316406
technicalpickles,zacheryph,0.6033546924591064
grobie,zacheryph,0.5428603291511536
indrekj,zacheryph,0.5426788330078125
fredix,nakajima,0.4891025424003601
allison-lara,nakajima,0.4806564152240753
penryu,nakajima,0.47342318296432495
robey,nakajima,0.46300387382507324
mahnve,nakajima,0.4532984495162964
infovore,mreid,0.605016827583313
bgreenlee,mreid,0.5740463137626648
kevindamm,mreid,0.546929121017456
jeremy6d,mreid,0.5421918630599976
JamesHarrison,mreid,0.5377596616744995
hdiogenes,melo,0.6062502861022949
obie,melo,0.5853856205940247
babo,melo,0.5591665506362915
frederik,melo,0.5514850616455078
heymarcel,melo,0.5439499616622925
freeformz,ctran,0.582586944103241
jlsync,ctran,0.5756548047065735
wmorgan,ctran,0.5335448980331421
dougal,ctran,0.5018792152404785
bantic,ctran,0.5000170469284058
ianwinter,garyharan,0.4352286458015442
defeated,garyharan,0.42670705914497375
JamesHarrison,garyharan,0.42659294605255127
fnando,garyharan,0.42574894428253174
jaywilliams,garyharan,0.4191964268684387
seven1m,santry,0.44031673669815063
noteflakes,santry,0.43648067116737366
kakutani,santry,0.4001270532608032
pyodor,santry,0.39213138818740845
mghaught,santry,0.3831474184989929
derencius,JJ,0.5472114086151123
jfalcon,JJ,0.5299595594406128
weldyss,JJ,0.5042516589164734
dugb,JJ,0.5042515993118286
dagbrown,JJ,0.4969012439250946
tfwright,tfwright,1.0
geordan,tfwright,0.4107529819011688
smartkiwi,tfwright,0.36082881689071655
june29,tfwright,0.3431379199028015
brian,tfwright,0.3373256027698517
caged,mkhl,0.4369528889656067
aaronmgriffin,mkhl,0.393558531999588
imajes,mkhl,0.37987279891967773
blackrat,mkhl,0.37083685398101807
technomancy,mkhl,0.3687780797481537
whoisjake,pd,0.7906979918479919
zerowidth,pd,0.6895483136177063
xpl,pd,0.5417875051498413
will,pd,0.5029653310775757
defunkt,pd,0.5029651522636414
jeresig,kieranj,0.6418520212173462
gbraad,kieranj,0.6412349343299866
grobie,kieranj,0.6264499425888062
pedrosanta,kieranj,0.6227648258209229
soulim,kieranj,0.6221254467964172
mokolabs,speck,0.8816455602645874
jm,speck,0.7642784714698792
waferbaby,speck,0.7475811839103699
usergenic,speck,0.6740225553512573
timothykim,speck,0.6532095670700073
weldyss,dbcm,0.5619977116584778
dugb,dbcm,0.561997652053833
dpickett,dbcm,0.5206942558288574
dalsgaard,dbcm,0.4936562478542328
soult,dbcm,0.4936562478542328
hexorx,auser,0.6346167325973511
aggieben,auser,0.6250179409980774
Zenithar,auser,0.6101506948471069
hotchpotch,auser,0.6051795482635498
infovore,auser,0.5859693288803101
waqas,vishnugopal,0.7566136121749878
thomasfl,vishnugopal,0.68021559715271
mbbx6spp,vishnugopal,0.6679774522781372
jmettraux,vishnugopal,0.658642053604126
peter,vishnugopal,0.645639181137085
jnicklas,steveh,0.7594347596168518
billturner,steveh,0.7529764175415039
schmidt,steveh,0.7510397434234619
arunagw,steveh,0.7510397434234619
cannikin,steveh,0.7374669313430786
codahale,jpease,0.7358416318893433
mrb,jpease,0.475257933139801
kendall,jpease,0.40945225954055786
peleteiro,jpease,0.4029868245124817
ivansviatenko,jpease,0.4002433121204376
richdownie,kad3nce,0.7099063396453857
mdeering,kad3nce,0.6851955056190491
HusseinMorsy,kad3nce,0.6775605082511902
nbarthelemy,kad3nce,0.6745230555534363
cannikin,kad3nce,0.6615949869155884
sunny,ook,0.4140748977661133
bretthoerner,ook,0.404614120721817
charlesroper,ook,0.3931806683540344
twifkak,ook,0.39041459560394287
azabaj,ook,0.3902592658996582
srid,mbbx6spp,0.6852534413337708
pjones,mbbx6spp,0.679337739944458
vishnugopal,mbbx6spp,0.6679774522781372
hojberg,mbbx6spp,0.6315636038780212
rsgrafx,mbbx6spp,0.508747935295105
matthewcarriere,tomtaylor,0.7732285261154175
chris,tomtaylor,0.7305358648300171
efalcao,tomtaylor,0.6684548854827881
danielmorrison,tomtaylor,0.6564822196960449
frederik,tomtaylor,0.6455745100975037
cpjolicoeur,BJClark,0.5080503225326538
denis,BJClark,0.49123743176460266
steveclarke,BJClark,0.4511301517486572
uggedal,BJClark,0.3914451599121094
PhillipTaylor,BJClark,0.3888859450817108
znarf,purzelrakete,0.5104297399520874
agibralter,purzelrakete,0.4738798141479492
evansims,purzelrakete,0.4705429971218109
grobie,purzelrakete,0.4390127956867218
jscheid,purzelrakete,0.4291537404060364
gburt,nmeans,0.5756457448005676
seth,nmeans,0.565219521522522
heymarcel,nmeans,0.5426805019378662
cpjobling,nmeans,0.5351642966270447
tooky,nmeans,0.518875002861023
jeremy6d,jarib,0.5380086302757263
mrdoornbos,jarib,0.49509334564208984
mmower,jarib,0.48531374335289
jmazzahacks,jarib,0.4815918207168579
mkrisher,jarib,0.48071837425231934
danielrhammond,scottymac,0.6331580281257629
stuartsaunders,scottymac,0.6323791146278381
techpeace,scottymac,0.6206852197647095
mazdak,scottymac,0.616936445236206
parabuzzle,scottymac,0.6134418845176697
seflless,usergenic,0.6849083304405212
speck,usergenic,0.6740224957466125
jerry,usergenic,0.6622422933578491
dalsgaard,usergenic,0.6264472007751465
soult,usergenic,0.6264472007751465
cicloid,mikeal,0.6214357614517212
maccman,mikeal,0.6059924364089966
rubystream,mikeal,0.5639824271202087
nikolay,mikeal,0.48432502150535583
mightymiracleman,mikeal,0.4808303117752075
steveh,edallen,0.6294238567352295
jiphex,edallen,0.6234390735626221
jnicklas,edallen,0.620151698589325
peter,edallen,0.6125882863998413
svenstaro,edallen,0.6075150370597839
jpemberthy,probablycorey,0.3609582483768463
pd,probablycorey,0.32930970191955566
erbmicha,probablycorey,0.3235129117965698
Olli,probablycorey,0.3165275454521179
xwmx,probablycorey,0.3138527274131775
akkartik,nickel,0.41391250491142273
sbraford,nickel,0.41094154119491577
getconor,nickel,0.3689621686935425
fxn,nickel,0.3561244010925293
fagiani,nickel,0.35081207752227783
chromakey-io,chromakey-io,1.0
masukomi,chromakey-io,0.4321161210536957
marcopaga,chromakey-io,0.351794958114624
tessro,chromakey-io,0.2942412197589874
tijs,chromakey-io,0.28805238008499146
yrashk,lukeredpath,0.7396256923675537
pedromg,lukeredpath,0.7223351001739502
rubenlozano,lukeredpath,0.7223351001739502
ramon,lukeredpath,0.7223351001739502
ariejan,lukeredpath,0.7223351001739502
akkartik,andykent,0.4442508816719055
jsierles,andykent,0.40988022089004517
tene,andykent,0.39338886737823486
voodootikigod,andykent,0.37845170497894287
vic,andykent,0.3776705265045166
DanielVF,codehugger,0.7569127082824707
grundprinzip,codehugger,0.47017061710357666
zacbrown,codehugger,0.46593302488327026
statik,codehugger,0.4577937424182892
michaelklishin,codehugger,0.4075654149055481
pedrosanta,george,0.6064257025718689
obie,george,0.5720310211181641
grempe,george,0.5710572004318237
rsanheim,george,0.5634238123893738
therubymug,george,0.5546587705612183
mackstann,jonmagic,0.7114805579185486
mutle,jonmagic,0.7062627077102661
arthurschreiber,jonmagic,0.682807207107544
rsanheim,jonmagic,0.6647229790687561
tdd,jonmagic,0.6582640409469604
lynnwallenstein,banderson623,0.6343691349029541
technicalpickles,banderson623,0.5903339385986328
caffo,banderson623,0.5520771741867065
ianwinter,banderson623,0.546964168548584
bertoldofonseca,banderson623,0.5410359501838684
delano,bigethan,0.3360634446144104
kaichen,bigethan,0.33268851041793823
lejoe,bigethan,0.3213021755218506
statik,bigethan,0.30475127696990967
goldenmeanie,bigethan,0.2778121829032898
andypearson,jrimmer,0.4541231393814087
gmcintire,jrimmer,0.4503364562988281
shanselman,jrimmer,0.44297271966934204
qrprat77,jrimmer,0.4251756966114044
methodmissing,jrimmer,0.4104667901992798
rubenlozano,rubenlozano,1.0
ramon,rubenlozano,1.0
ariejan,rubenlozano,1.0
jim,rubenlozano,1.0
dalsgaard,rubenlozano,0.8729230165481567
ubuntufreak,daniel,0.9464471340179443
makyox,daniel,0.6936914920806885
weldyss,daniel,0.6657307147979736
dugb,daniel,0.6657307147979736
mlc,daniel,0.6602399349212646
pedromg,pbx,0.6791098713874817
rubenlozano,pbx,0.6791098713874817
ramon,pbx,0.6791098713874817
ariejan,pbx,0.6791098713874817
jim,pbx,0.6791098713874817
drd,njonsson,0.5775240659713745
lilyball,njonsson,0.4646722674369812
xwmx,njonsson,0.44060879945755005
mattman,njonsson,0.42027196288108826
bgreenlee,njonsson,0.40421727299690247
rdempsey,ecin,0.44608691334724426
oliverandrich,ecin,0.43958988785743713
nowa,ecin,0.4065118432044983
dxoigmn,ecin,0.3759417235851288
ynd,ecin,0.3759417235851288
peter,hipertracker,0.5780493021011353
paltman,hipertracker,0.5502147078514099
funkatron,hipertracker,0.5411584377288818
sneeu,hipertracker,0.537660539150238
derencius,hipertracker,0.5291944742202759
plainprogrammer,plainprogrammer,1.0
pjay,plainprogrammer,0.7269322872161865
joao,plainprogrammer,0.7177435159683228
apardo,plainprogrammer,0.7040092945098877
pedromg,plainprogrammer,0.6609500646591187
teddyzetterlund,brian,0.5191503167152405
delano,brian,0.507745623588562
andrewgarner,brian,0.46261972188949585
zac,brian,0.4270930886268616
lavallee,brian,0.40809935331344604
ctran,stephencelis,0.49091100692749023
freeformz,stephencelis,0.4827916622161865
willnorris,stephencelis,0.4690258800983429
sunny,stephencelis,0.4482974112033844
michaeltaras,stephencelis,0.4371589422225952
zac,intinig,0.6229919195175171
bryanveloso,intinig,0.5885567665100098
nitay,intinig,0.571627140045166
alexagui,intinig,0.5620110034942627
pardel,intinig,0.5561342239379883
ELLIOTTCABLE,blaix,0.42257800698280334
paulca,blaix,0.3963809609413147
jwoertink,blaix,0.38670259714126587
freeformz,blaix,0.3590129613876343
bjeanes,blaix,0.35740751028060913
lgastako,zachinglis,0.5051865577697754
rgrove,zachinglis,0.4582762122154236
jesper,zachinglis,0.45688122510910034
trashpanda001,zachinglis,0.3768063485622406
goshatch,zachinglis,0.3738972246646881
will,kstewart,0.5539524555206299
jnewland,kstewart,0.5539523959159851
bricooke,kstewart,0.5539523959159851
tenderlove,kstewart,0.5539523959159851
defunkt,kstewart,0.5539523363113403
kbrock,seven1m,0.5957230925559998
schmidt,seven1m,0.5531074404716492
arunagw,seven1m,0.5531074404716492
stevebartholomew,seven1m,0.5397279262542725
timriley,seven1m,0.5247279405593872
holman,kouky,0.6565568447113037
obie,kouky,0.6120443344116211
avdgaag,kouky,0.5986169576644897
nbibler,kouky,0.5931670665740967
woods,kouky,0.5698844194412231
willnorris,osteele,0.5679367780685425
danielrhammond,osteele,0.5445453524589539
juretta,osteele,0.5192499160766602
tlindner,osteele,0.5124926567077637
megalithic,osteele,0.5099138021469116
zsombor,bikerduweb,0.41855502128601074
patrickt,bikerduweb,0.30627256631851196
znarf,bikerduweb,0.292000949382782
lilyball,bikerduweb,0.2744276523590088
garyharan,bikerduweb,0.25645744800567627
pedromg,jlindley,0.826261043548584
rubenlozano,jlindley,0.826261043548584
ramon,jlindley,0.826261043548584
ariejan,jlindley,0.826261043548584
jim,jlindley,0.826261043548584
soult,dalsgaard,1.0000001192092896
pedromg,dalsgaard,0.8729230165481567
rubenlozano,dalsgaard,0.8729230165481567
ramon,dalsgaard,0.8729230165481567
ariejan,dalsgaard,0.8729230165481567
obie,alexagui,0.6460913419723511
freeformz,alexagui,0.6234490871429443
ebangug,alexagui,0.6104112863540649
bryanveloso,alexagui,0.6027231216430664
kieranj,alexagui,0.5984547138214111
kschiess,lsegal,0.4098244309425354
kdaigle,lsegal,0.3740066587924957
jasonrudolph,lsegal,0.358493447303772
kangax,lsegal,0.3562372326850891
subtleGradient,lsegal,0.355032354593277
peregrine,matschaffer,0.5758146047592163
mattfoster,matschaffer,0.5450103282928467
zolk,matschaffer,0.5031616687774658
kivikakk,matschaffer,0.502369225025177
creiht,matschaffer,0.5006259679794312
techpeace,mazdak,0.6680407524108887
rdempsey,mazdak,0.6430679559707642
frederik,mazdak,0.6376771330833435
scottymac,mazdak,0.616936445236206
matehat,mazdak,0.6057853698730469
mattknox,sbellware,0.3924640417098999
akkartik,sbellware,0.37224751710891724
jqr,sbellware,0.35773223638534546
dagbrown,sbellware,0.3524479866027832
goldenmeanie,sbellware,0.35163408517837524
andypearson,caius,0.4368937611579895
masukomi,caius,0.43439871072769165
kolektiv,caius,0.4031306803226471
ginader,caius,0.38530856370925903
jstewart,caius,0.3792015314102173
buggedcom,heycarsten,0.6171368956565857
nope,heycarsten,0.614658772945404
jfalcon,heycarsten,0.5691707134246826
tdd,heycarsten,0.5606763362884521
andregoncalves,heycarsten,0.5552944540977478
matehat,tekkub,0.38560354709625244
bergie,tekkub,0.3482705056667328
kolektiv,tekkub,0.33707618713378906
sunfmin,tekkub,0.3312068581581116
ilkka,tekkub,0.3195982277393341
dyokomizo,brokendisk,0.3417786955833435
palmamartin,brokendisk,0.3346409499645233
linuxyz,brokendisk,0.31517237424850464
ecin,brokendisk,0.3076147735118866
Olli,brokendisk,0.30587244033813477
drd,lilyball,0.5664750337600708
Grayson,lilyball,0.5532607436180115
frafra,lilyball,0.5192715525627136
srid,lilyball,0.5166618824005127
caffo,lilyball,0.5147502422332764
matschaffer,peregrine,0.5758146047592163
tooky,peregrine,0.502469539642334
seth,peregrine,0.47469455003738403
jerrod,peregrine,0.4471682906150818
pardel,peregrine,0.43534329533576965
jasonm,gregbell,0.6004902720451355
metaskills,gregbell,0.5881760120391846
garnaat,gregbell,0.5651208162307739
djalmaaraujo,gregbell,0.5642322301864624
treybean,gregbell,0.5504741668701172
KirinDave,pclouds,0.7616478800773621
emkay,pclouds,0.6779270172119141
jaz303,pclouds,0.5242652297019958
lucky,pclouds,0.5049070119857788
coreyhaines,pclouds,0.35933130979537964
alakra,yesmar,0.2993738055229187
Manfred,yesmar,0.28926730155944824
cdmwebs,yesmar,0.2854992151260376
eklitzke,yesmar,0.2784028947353363
kschiess,yesmar,0.26598089933395386
matthewcarriere,brettg,0.35039323568344116
ajturner,brettg,0.3399731516838074
chris,brettg,0.3303773105144501
tarvaina,brettg,0.3049139380455017
efalcao,brettg,0.29427826404571533
dagbrown,martinisoft,0.4935249090194702
mightymiracleman,martinisoft,0.46094006299972534
cannikin,martinisoft,0.424348920583725
scottymac,martinisoft,0.4166337251663208
ianwinter,martinisoft,0.4164476990699768
jjoaquim,pjb3,0.6017605066299438
solesby,pjb3,0.5118954181671143
revans,pjb3,0.5086605548858643
wuputah,pjb3,0.4961690902709961
wan,pjb3,0.47800111770629883
arthurschreiber,cvk,0.6993552446365356
kdaigle,cvk,0.689796507358551
cpjolicoeur,cvk,0.6831144094467163
BCable,cvk,0.6620334386825562
mutle,cvk,0.6546896696090698
Jonty,blowmage,0.5423469543457031
grundprinzip,blowmage,0.3811185657978058
nickcoyne,blowmage,0.3797302842140198
bbum,blowmage,0.36505794525146484
voodootikigod,blowmage,0.35723772644996643
arunagw,schmidt,1.0
peterdavidhamilton,schmidt,0.831697404384613
HusseinMorsy,schmidt,0.8112728595733643
cselmer,schmidt,0.7678710222244263
steveh,schmidt,0.7510398626327515
obie,rmm5t,0.5994136929512024
rbazinet,rmm5t,0.5673995018005371
kad3nce,rmm5t,0.5668987035751343
avdgaag,rmm5t,0.5654975175857544
TomK32,rmm5t,0.5639671087265015
melriffe,quigebo,0.3044790029525757
jaz303,quigebo,0.29662150144577026
pclouds,quigebo,0.27225083112716675
ddemaree,quigebo,0.24139603972434998
knewter,quigebo,0.2380250096321106
zac,lukehoersten,0.6424630880355835
tarcieri,lukehoersten,0.6397199630737305
danielmorrison,lukehoersten,0.635062038898468
seebq,lukehoersten,0.6100038290023804
benschwarz,lukehoersten,0.6091277599334717
joshuaclayton,Bregor,0.3603118658065796
joshua,Bregor,0.359083354473114
tmadeira,Bregor,0.35688847303390503
scvalex,Bregor,0.33474814891815186
zsombor,Bregor,0.3043481707572937
chopmo,juretta,0.6278443932533264
constantine-nikolaou,juretta,0.6034430265426636
michaelklishin,juretta,0.5889090299606323
willnorris,juretta,0.5851722955703735
Cordobo,juretta,0.5776276588439941
vishnugopal,djspiewak,0.6025897264480591
brian-lc,djspiewak,0.5634539723396301
hexorx,djspiewak,0.5584951639175415
hojberg,djspiewak,0.5474417209625244
peter,djspiewak,0.5429777503013611
jeremy6d,mde,0.5610816478729248
jaywilliams,mde,0.5375775098800659
cannikin,mde,0.535738468170166
jamieorc,mde,0.5323343276977539
HamptonMakes,mde,0.5313370227813721
banderson623,oliverandrich,0.46335047483444214
ecin,oliverandrich,0.43958988785743713
danahern,oliverandrich,0.4144475758075714
ianwinter,oliverandrich,0.4084198772907257
nexneo,oliverandrich,0.4044565260410309
kevindamm,asanghi,0.5378265380859375
nickcoyne,asanghi,0.5342413187026978
sbusso,asanghi,0.5133294463157654
collectiveidea,asanghi,0.4941999912261963
creiht,asanghi,0.49312737584114075
holman,malkomalko,0.5459563732147217
jiahao,malkomalko,0.5307018756866455
nbibler,malkomalko,0.5251467227935791
michaeltaras,malkomalko,0.5149986743927002
aaronbrethorst,malkomalko,0.5008643865585327
peregrine,jerrod,0.4471682906150818
jwoertink,jerrod,0.4108671247959137
seth,jerrod,0.40250343084335327
infused,jerrod,0.4019128978252411
davidsidlinger,jerrod,0.39914804697036743
kivikakk,jfreeze,0.6082773208618164
hunter,jfreeze,0.5772345662117004
hotchpotch,jfreeze,0.5580596923828125
jasonm,jfreeze,0.5555936098098755
pedromg,jfreeze,0.5508494973182678
hexorx,alex,0.6141042709350586
rrichards,alex,0.5749320983886719
jerry,alex,0.5717552900314331
jnunemaker,alex,0.5675745010375977
danahern,alex,0.5571431517601013
bjc,mahnve,0.5663337707519531
arthurschreiber,mahnve,0.5466187596321106
cvk,mahnve,0.5091858506202698
fredix,mahnve,0.508249044418335
kdaigle,mahnve,0.4923388361930847
michaeltaras,peburrows,0.48583024740219116
jlsync,peburrows,0.4387098252773285
kovyrin,peburrows,0.43277090787887573
jjoaquim,peburrows,0.422730416059494
dust3d,peburrows,0.40208321809768677
michaeltaras,kevinfinlayson,0.6872137188911438
kovyrin,kevinfinlayson,0.6612672805786133
hoverbird,kevinfinlayson,0.595003604888916
gerrit,kevinfinlayson,0.588759183883667
bryanveloso,kevinfinlayson,0.5839061737060547
bertoldofonseca,nexneo,0.5854400992393494
billturner,nexneo,0.5850279331207275
steveh,nexneo,0.5795331597328186
mlesniak,nexneo,0.5573078989982605
peter,nexneo,0.5546717643737793
kivikakk,kogent,0.42992138862609863
math0ne,kogent,0.41084325313568115
jeremyf,kogent,0.4080752432346344
dxoigmn,kogent,0.4059852361679077
ynd,kogent,0.4059852361679077
lukehoersten,tarcieri,0.6397199630737305
woods,tarcieri,0.6180306673049927
nitay,tarcieri,0.5874698162078857
zac,tarcieri,0.5863392353057861
frederik,tarcieri,0.5797754526138306
svenstaro,kfl62,0.6363709568977356
code-later,kfl62,0.6240887641906738
jnicklas,kfl62,0.6185842752456665
cavalle,kfl62,0.6006774306297302
dingyi,kfl62,0.5776960849761963
steveclarke,denis,0.757028341293335
cpjolicoeur,denis,0.7512768507003784
cvk,denis,0.573320746421814
mutle,denis,0.5518381595611572
arthurschreiber,denis,0.5305464863777161
purzelrakete,znarf,0.5104297399520874
jscheid,znarf,0.4789244532585144
cheeaun,znarf,0.42604100704193115
evansims,znarf,0.41976067423820496
agibralter,znarf,0.41116613149642944
woods,wiktorschmidt,0.6013602614402771
benschwarz,wiktorschmidt,0.589024543762207
kschrader,wiktorschmidt,0.5888561010360718
lukehoersten,wiktorschmidt,0.5802074670791626
tavon,wiktorschmidt,0.5757523775100708
matthewford,FooBarWidget,0.5956871509552002
robbyrussell,FooBarWidget,0.5524566173553467
kad3nce,FooBarWidget,0.5500125885009766
frederik,FooBarWidget,0.5438294410705566
mdeering,FooBarWidget,0.5399026274681091
JamesHarrison,peleteiro,0.4564816653728485
arturhasselblad,peleteiro,0.44907814264297485
kendall,peleteiro,0.44725698232650757
technicalpickles,peleteiro,0.43977802991867065
bretthoerner,peleteiro,0.4323853552341461
avdgaag,wunki,0.6573194861412048
bertoldofonseca,wunki,0.6272205114364624
technicalpickles,wunki,0.6256431341171265
brosner,wunki,0.6152535676956177
jaywilliams,wunki,0.612230122089386
pjay,joergbattermann,0.5529919862747192
yrashk,joergbattermann,0.5526447296142578
ntalbott,joergbattermann,0.5487852096557617
brosner,joergbattermann,0.5318080186843872
kieranj,joergbattermann,0.5205898284912109
arthurschreiber,mutle,0.8160894513130188
kdaigle,mutle,0.784176230430603
kjg,mutle,0.7646397948265076
mtodd,mutle,0.7463034987449646
jonmagic,mutle,0.7062627077102661
dpetersen,shanesveller,0.6640971302986145
hosh,shanesveller,0.6574652194976807
michaelklishin,shanesveller,0.5542236566543579
anildigital,shanesveller,0.5044505596160889
Ivor,shanesveller,0.5044505596160889
codehugger,DanielVF,0.7569127082824707
zacbrown,DanielVF,0.5523405075073242
grundprinzip,DanielVF,0.5119000673294067
michaelklishin,DanielVF,0.49587482213974
mtenpow,DanielVF,0.4817339777946472
mountain,mountain,1.0
dxoigmn,mountain,0.5926386117935181
ynd,mountain,0.5926386117935181
thomasjo,mountain,0.5926386117935181
dingyi,mountain,0.5889235734939575
obie,cavalle,0.6989062428474426
pbhogan,cavalle,0.6346516013145447
rdempsey,cavalle,0.6223554611206055
frederik,cavalle,0.6166349053382874
woods,cavalle,0.6042642593383789
ebassi,andypearson,0.6040679216384888
jnunemaker,andypearson,0.5701122879981995
dgfitch,andypearson,0.5659918785095215
wilson,andypearson,0.5652868747711182
jmettraux,andypearson,0.5650649070739746
denis,cpjolicoeur,0.7512769103050232
imajes,cpjolicoeur,0.7305208444595337
steveclarke,cpjolicoeur,0.7251580357551575
cvk,cpjolicoeur,0.6831145286560059
kdaigle,cpjolicoeur,0.6814689636230469
pedrosanta,pengwynn,0.6133686304092407
soulim,pengwynn,0.6116465926170349
davidsidlinger,pengwynn,0.608726441860199
agibralter,pengwynn,0.6024538278579712
ebangug,pengwynn,0.592079758644104
drd,thetamind,0.6978468894958496
jnunemaker,thetamind,0.6570190191268921
math0ne,thetamind,0.6461844444274902
dalsgaard,thetamind,0.6423628330230713
soult,thetamind,0.6423628330230713
steveh,jiphex,0.6802048683166504
crigor,jiphex,0.6778435707092285
wonko,jiphex,0.6612377166748047
tmpjr,jiphex,0.6530247926712036
pedromg,jiphex,0.6478710174560547
ruphy,dennisreimann,0.47284454107284546
jd,dennisreimann,0.44351086020469666
drd,dennisreimann,0.43162623047828674
skwp,dennisreimann,0.4217839539051056
constantine-nikolaou,dennisreimann,0.38898900151252747
whoisjake,mislav,0.5101079940795898
pd,mislav,0.5011496543884277
kstewart,mislav,0.46740126609802246
defunkt,mislav,0.4535762667655945
jeremy,mislav,0.4535762667655945
fredix,mattly,0.5761225819587708
mrkn,mattly,0.5043029189109802
tdd,mattly,0.49811676144599915
jfalcon,mattly,0.48681068420410156
hexorx,mattly,0.4717029333114624
lhl,hunter,0.5971999168395996
infovore,hunter,0.5908106565475464
technicalpickles,hunter,0.5812990069389343
jfreeze,hunter,0.5772345662117004
davidsidlinger,hunter,0.5576134324073792
tomtaylor,r8u,0.5858533382415771
bru,r8u,0.5591967105865479
frederik,r8u,0.5493924021720886
paulca,r8u,0.5475708246231079
danielmorrison,r8u,0.5455641746520996
aflatter,shenoudab,0.6735153794288635
andrewgarner,shenoudab,0.6023412942886353
treybean,shenoudab,0.5805051326751709
ryenski,shenoudab,0.5770446062088013
karnowski,shenoudab,0.5576547384262085
code-later,amiroff,0.6514616012573242
bomberstudios,amiroff,0.598548948764801
jnicklas,amiroff,0.5945682525634766
raymyers,amiroff,0.5733122229576111
plainprogrammer,amiroff,0.566891610622406
jasontorres,benschwarz,0.6454150676727295
paulca,benschwarz,0.6447030901908875
bru,benschwarz,0.6419037580490112
woods,benschwarz,0.6328473091125488
tomtaylor,benschwarz,0.62494295835495
parabuzzle,cbartlett,0.7191958427429199
matehat,cbartlett,0.5893707275390625
mrdoornbos,cbartlett,0.587600588798523
ebassi,cbartlett,0.5830248594284058
scottymac,cbartlett,0.5565001964569092
matthewford,constantine-nikolaou,0.6807025671005249
steveh,constantine-nikolaou,0.6526426672935486
willnorris,constantine-nikolaou,0.6472737789154053
andrew,constantine-nikolaou,0.6345644593238831
mdeering,constantine-nikolaou,0.6310921907424927
toke,pusewicz,0.5075091123580933
cdr,pusewicz,0.4775303602218628
george,pusewicz,0.4656747579574585
arthurschreiber,pusewicz,0.4608073830604553
ap,pusewicz,0.45932257175445557
dalsgaard,jeremy6d,0.8022010922431946
soult,jeremy6d,0.8022010922431946
jaywilliams,jeremy6d,0.7494088411331177
bgreenlee,jeremy6d,0.7414062023162842
dpickett,jeremy6d,0.7312910556793213
bleything,raskchanky,0.2882145047187805
melriffe,raskchanky,0.28819531202316284
linuxyz,raskchanky,0.2780834138393402
byllc,raskchanky,0.26554951071739197
gabriel,raskchanky,0.2645096778869629
mocoso,colin,0.5356536507606506
tomtaylor,colin,0.5334669351577759
kentaro,colin,0.5036420822143555
joshua,colin,0.4890967607498169
joonathan,colin,0.4859625995159149
andycroll,minter,0.5022187829017639
robbyrussell,minter,0.49577510356903076
bobreyes,minter,0.48017236590385437
nitay,minter,0.4794212281703949
seebq,minter,0.4740961790084839
therubymug,cndreisbach,0.5873829126358032
avdgaag,cndreisbach,0.5732311010360718
obie,cndreisbach,0.5707403421401978
chorrell,cndreisbach,0.5669790506362915
funkatron,cndreisbach,0.5630263686180115
